Elements Clean Sheets Per 90,Elements Saves,Elements Transfers In Event,Elements Form Rank,Elements Transfers Out Event,Elements Assists,Elements Expected Goals Conceded Per 90,Elements Saves Per 90,Elements Goals Conceded Per 90,Elements Expected Assists Per 90,Elements Yellow Cards,Elements Event Points
0.38,26.0,14552.0,102.0,17274.99999999997,5.0,1.12,2.89,1.03,0.16,3.0,1.0
0.38,26.0,14552.0,550.0,135.0,5.0,1.12,2.89,1.03,0.16,3.0,1.0
0.35,26.0,23890.399999999987,39.45,17274.99999999997,5.0,1.24,2.89,1.35,0.16,1.0,2.0
0.4,26.0,9500.0,43.0,16886.0,6.0,1.04,2.89,1.08,0.24,2.0,8.0
0.33,26.0,281.0,216.0,8504.0,1.0,1.19,2.89,1.22,0.08,7.0,1.0
0.33,26.0,72.0,372.0,200.0,1.0,1.72,2.89,1.81,0.03,2.0,1.0
0.38,26.0,27.0,536.0,37.0,1.0,1.9,2.89,0.75,0.01,2.0,1.0
0.38,26.0,182.0,571.0,160.0,1.0,1.9,2.89,0.75,0.01,2.0,1.0
0.38,26.0,15.0,582.0,9.0,1.0,1.9,2.89,0.75,0.01,2.0,1.0
0.38,26.0,15.0,447.0,86.0,1.0,1.9,2.89,0.75,0.01,2.0,1.0
0.27,26.0,933.0,144.0,3781.0,1.0,1.29,2.89,1.37,0.03,2.0,2.0
0.25,26.0,287.0,384.0,803.0,1.0,1.18,2.89,1.26,0.03,2.0,2.0
0.25,26.0,38.0,314.0,45.0,1.0,2.5,2.89,1.26,0.06,2.0,1.0
0.25,26.0,20.0,535.0,65.0,1.0,2.5,2.89,1.26,0.06,2.0,1.0
0.2,54.0,1183.0,691.0,2643.0,1.0,1.36,3.6,1.4,0.06,2.0,1.0
0.2,54.0,315.0,412.0,165.0,1.0,1.36,3.6,1.4,0.06,2.0,1.0
0.32,54.0,1167.0,316.0,5192.0,1.0,1.11,3.6,1.28,0.04,5.0,1.0
0.32,54.0,200.0,444.0,286.0,1.0,1.42,3.6,1.28,0.04,5.0,1.0
0.37,54.0,1296.0,84.0,2131.0,1.0,1.19,3.6,1.11,0.07,5.0,1.0
0.34,54.0,1514.0,348.0,3366.0,1.0,1.23,3.6,1.18,0.09,1.0,1.0
0.34,54.0,1514.0,606.0,68.0,1.0,1.23,3.6,1.18,0.09,1.0,1.0
0.44,54.0,192.0,275.0,298.0,1.0,1.41,3.6,1.03,0.1,2.0,1.0
0.44,54.0,35.0,731.55,59.0,1.0,1.85,3.6,3.16,0.1,1.0,1.0
0.44,54.0,35.0,501.0,24.0,1.0,1.85,3.6,3.16,0.1,1.0,1.0
0.44,54.0,142.0,313.0,239.0,1.0,3.0664999999999987,3.6,3.581999999999998,0.04,1.0,1.0
0.44,54.0,118.0,39.45,1104.0,1.0,3.0664999999999987,3.6,3.581999999999998,0.04,1.0,1.0
0.33,54.0,461.0,370.0,843.0,1.0,1.26,3.6,1.66,0.09,2.0,1.0
0.43,54.0,23890.399999999987,82.0,17274.99999999997,1.0,1.09,3.6,1.04,0.06,2.0,6.0
0.52,54.0,930.0,96.0,1082.0,5.0,1.13,3.6,1.16,0.16,5.0,3.0
0.52,54.0,1094.0,215.0,979.0,5.0,1.58,3.6,2.2,0.04,5.0,1.0
0.52,54.0,118.0,369.0,174.0,5.0,1.31,3.6,0.7445,0.04,1.0,1.0
0.52,54.0,118.0,596.0,11.0,5.0,1.31,3.6,0.7445,0.04,1.0,1.0
0.52,54.0,170.0,521.0,244.0,5.0,1.31,3.6,0.7445,0.04,1.0,1.0
0.52,54.0,146.0,572.0,242.0,5.0,1.0,3.6,0.7445,0.04,1.0,1.0
0.54,54.0,230.0,323.0,85.0,5.0,1.11,3.6,0.7445,0.04,1.0,3.0
0.54,54.0,293.0,700.0,669.0,5.0,1.11,3.6,0.7445,0.04,1.0,3.0
0.24,54.0,80.0,280.0,109.0,5.0,1.33,3.6,1.29,0.07,6.0,1.0
0.49,54.0,23890.399999999987,39.45,7409.0,6.0,1.21,3.6,1.18,0.21,1.0,10.549999999999955
0.52,54.0,23890.399999999987,39.45,6181.0,6.0,1.05,3.6,0.97,0.21,5.0,10.549999999999955
0.47,54.0,56.0,133.0,7371.0,3.0,0.92,3.6,0.77,0.11,1.0,10.549999999999955
0.47,54.0,56.0,595.0,6.0,3.0,0.92,3.6,0.77,0.11,1.0,10.549999999999955
0.4,54.0,6842.0,87.0,7047.0,3.0,1.15,3.6,1.2,0.04,5.0,5.0
0.47,54.0,13540.0,52.0,1872.0,1.0,1.04,3.6,0.81,0.03,4.0,10.549999999999955
0.47,54.0,13540.0,590.0,6.0,1.0,1.04,3.6,0.81,0.03,4.0,10.549999999999955
0.47,54.0,13540.0,712.0,6.0,1.0,1.04,3.6,0.81,0.03,4.0,10.549999999999955
0.47,54.0,13540.0,529.0,120.0,1.0,1.04,3.6,0.81,0.03,4.0,10.549999999999955
0.47,54.0,13540.0,452.0,5.0,1.0,1.04,3.6,0.81,0.03,4.0,10.549999999999955
0.41,54.0,11673.0,296.0,2882.0,1.0,0.89,3.6,0.82,0.02,2.0,4.0
0.42,70.0,23890.399999999987,53.0,13076.0,1.0,1.13,3.12,1.12,0.02,2.0,8.0
0.42,70.0,42.0,523.0,77.0,1.0,1.48,3.12,2.0,0.02,2.0,8.0
0.42,70.0,42.0,588.0,1094.0,1.0,1.48,3.12,2.0,0.02,2.0,8.0
0.52,70.0,23890.399999999987,39.45,7401.0,2.0,1.07,3.12,1.08,0.02,1.0,10.549999999999955
0.52,70.0,23890.399999999987,591.0,10.0,2.0,1.07,3.12,1.08,0.02,1.0,10.549999999999955
0.31,70.0,100.0,309.0,327.0,1.0,1.15,3.12,1.12,0.02,6.0,10.549999999999955
0.43,70.0,16899.0,114.0,13546.0,1.0,1.12,3.12,1.13,0.02,2.0,6.0
0.13,70.0,542.0,193.0,204.0,2.0,1.26,3.12,1.82,0.23,4.0,6.0
0.39,70.0,139.0,406.0,170.0,2.0,1.05,3.12,1.97,0.12,1.0,6.0
0.52,70.0,588.0,217.0,252.0,2.0,1.09,3.12,0.7445,0.12,1.0,6.0
0.52,70.0,258.0,495.0,116.0,2.0,1.09,3.12,0.7445,0.12,1.0,6.0
0.52,70.0,156.0,439.0,70.0,2.0,1.09,3.12,0.7445,0.12,1.0,6.0
0.52,70.0,1768.0,39.45,903.0,2.0,1.09,3.12,0.7445,0.12,1.0,10.549999999999955
0.12,67.0,874.0,201.0,1237.0,2.0,2.3,4.19,2.12,0.12,1.0,3.0
0.09,67.0,1135.0,342.0,4208.0,2.0,2.48,4.19,2.08,0.05,1.0,3.0
0.09,67.0,1969.0,160.0,886.0,1.0,2.63,4.19,2.43,0.02,3.0,2.0
0.09,67.0,11.0,396.0,47.0,1.0,3.0664999999999987,4.19,3.56,0.03,3.0,2.0
0.09,67.0,104.0,565.0,263.0,1.0,3.0664999999999987,4.19,3.56,0.29549999999999954,1.0,2.0
0.08450000000000003,67.0,445.0,63.0,174.0,1.0,2.61,4.19,2.28,0.07,1.0,10.0
0.14,67.0,1628.0,315.0,4454.0,3.0,2.42,4.19,2.53,0.04,4.0,10.0
0.14,67.0,31.0,543.0,75.0,3.0,2.42,4.19,2.53,0.04,4.0,10.0
0.1,67.0,8771.0,55.0,3766.0,3.0,2.21,4.19,2.12,0.04,5.0,1.0
0.1,67.0,248.0,430.0,478.0,3.0,2.21,4.19,2.12,0.04,5.0,1.0
0.1,67.0,2144.0,176.0,654.0,1.0,2.75,4.19,2.45,0.07,5.0,2.0
0.1,67.0,2144.0,608.0,14.0,1.0,2.75,4.19,2.45,0.07,5.0,2.0
0.1,67.0,2144.0,703.0,5.0,1.0,0.82,4.19,2.45,0.21,1.0,2.0
0.1,67.0,2144.0,432.0,493.0,1.0,2.4,4.19,3.581999999999998,0.21,1.0,2.0
0.1,67.0,822.0,266.0,9790.0,1.0,2.27,4.19,2.14,0.02,7.0,1.0
0.1,67.0,41.0,211.0,37.0,1.0,3.0664999999999987,4.19,3.02,0.05,7.0,4.0
0.1,67.0,19.0,341.0,45.0,2.0,1.9,4.19,1.89,0.13,4.0,1.0
0.1,67.0,43.0,433.0,51.0,2.0,1.9,4.19,1.89,0.13,4.0,1.0
0.1,67.0,43.0,450.0,33.0,2.0,1.9,4.19,1.89,0.13,4.0,1.0
0.1,13.0,109.0,443.0,632.0,2.0,3.0664999999999987,4.33,2.33,0.13,4.0,1.0
0.1,13.0,22.0,374.0,68.0,1.0,2.75,4.33,2.49,0.19,1.0,1.0
0.1,13.0,22.0,720.0,9.0,1.0,2.75,4.33,2.49,0.19,1.0,1.0
0.1,24.0,32.0,329.0,179.0,1.0,2.24,4.8,2.6,0.19,1.0,1.0
0.1,24.0,2914.0,73.0,1006.0,1.0,2.5,4.8,2.34,0.02,1.0,7.0
0.1,24.0,12.0,282.0,19.0,1.0,2.13,4.8,2.28,0.15,1.0,1.0
0.11,24.0,18.0,361.0,394.0,1.0,2.15,4.8,2.24,0.02,2.0,1.0
0.11,24.0,3345.0,555.0,6442.0,1.0,1.77,4.8,1.38,0.01,1.0,1.0
0.16,24.0,82.0,328.0,183.0,1.0,2.33,4.8,2.33,0.14,4.0,1.0
0.16,24.0,1032.0,416.0,3608.0,1.0,2.6,4.8,3.42,0.03,1.0,1.0
0.09,24.0,205.0,270.0,503.0,2.0,2.49,4.8,2.3,0.09,5.0,2.0
0.16,24.0,24.0,458.0,3790.0,2.0,2.51,4.8,2.18,0.01,2.0,2.0
0.16,24.0,24.0,671.0,24.0,2.0,2.27,4.8,3.581999999999998,0.01,1.0,2.0
0.13,24.0,34.0,674.0,63.0,2.0,2.11,4.8,2.26,0.07,7.0,2.0
0.13,24.0,34.0,683.0,190.0,2.0,2.31,4.8,2.02,0.03,1.0,2.0
0.15,24.0,2338.0,250.0,4379.0,1.0,2.33,4.8,2.28,0.08,6.0,2.0
0.21,24.0,51.0,118.0,465.0,2.0,2.27,4.8,1.91,0.13,7.0,2.0
0.21,24.0,14.0,640.0,32.0,2.0,2.27,4.8,1.91,0.13,7.0,2.0
0.21,24.0,95.0,365.0,24.0,2.0,2.07,4.8,1.12,0.15,1.0,1.0
0.21,24.0,11.0,515.0,22.0,2.0,2.07,4.8,1.12,0.15,1.0,1.0
0.21,24.0,44.0,283.0,20.0,2.0,1.97,4.8,1.3,0.15,1.0,2.0
0.21,24.0,86.0,47.0,83.0,2.0,1.97,4.8,1.3,0.15,1.0,8.0
0.17,24.0,110.0,731.55,17274.99999999997,5.0,1.69,4.8,1.63,0.06,1.0,8.0
0.17,24.0,110.0,494.0,75.0,5.0,1.69,4.8,1.63,0.06,1.0,8.0
0.17,2.0,279.0,453.0,402.0,5.0,2.53,2.0,2.0,0.06,1.0,8.0
0.21,2.0,220.0,253.0,131.0,5.0,1.39,2.0,1.46,0.07,5.0,3.0
0.15,2.0,2521.0,223.0,2966.0,5.0,1.98,2.0,1.81,0.08,3.0,1.0
0.26,2.0,257.0,278.0,318.0,5.0,1.69,2.0,1.57,0.04,5.0,3.0
0.26,2.0,257.0,716.0,318.0,5.0,1.69,2.0,1.57,0.04,5.0,3.0
0.33,2.0,489.0,178.0,115.0,5.0,1.78,2.0,1.17,0.03,1.0,6.0
0.33,2.0,489.0,619.0,25.0,5.0,1.78,2.0,1.17,0.03,1.0,6.0
0.14,2.0,12.0,332.0,1918.0,5.0,2.06,2.0,2.09,0.01,1.0,6.0
0.14,2.0,12.0,594.0,6.0,5.0,2.06,2.0,2.09,0.01,1.0,6.0
0.14,29.0,161.0,530.0,1241.0,5.0,2.11,4.14,2.14,0.01,1.0,6.0
0.19,29.0,665.0,205.0,666.0,5.0,1.97,4.14,1.87,0.01,1.0,3.0
0.19,29.0,665.0,710.0,666.0,5.0,1.97,4.14,1.87,0.01,1.0,3.0
0.12,29.0,36.0,407.0,13517.0,4.0,1.54,4.14,1.27,0.07,3.0,3.0
0.23,29.0,8116.0,67.0,17274.99999999997,4.0,1.68,4.14,1.57,0.18,3.0,3.0
0.23,29.0,8116.0,697.0,9.0,4.0,1.68,4.14,1.57,0.18,3.0,3.0
0.28,29.0,102.0,319.0,17274.99999999997,5.0,1.61,4.14,1.46,0.29549999999999954,4.0,3.0
0.23,29.0,9781.0,92.0,17274.99999999997,5.0,1.68,4.14,1.59,0.13,2.0,6.0
0.23,29.0,114.0,525.0,192.0,5.0,0.88,4.14,0.7445,0.18,2.0,6.0
0.33,29.0,1628.0,106.0,1192.0,1.0,1.43,4.14,0.7445,0.19,1.0,2.0
0.18,29.0,34.0,699.0,3609.0,1.0,1.19,4.14,1.2,0.07,1.0,2.0
0.14,29.0,485.0,163.0,479.0,2.0,1.82,4.14,1.88,0.04,4.0,6.0
0.14,29.0,8590.0,383.0,639.0,2.0,3.0664999999999987,4.14,1.88,0.04,4.0,1.0
0.14,29.0,8590.0,731.55,6.0,2.0,3.0664999999999987,4.14,1.88,0.04,4.0,1.0
0.17,29.0,7370.0,39.45,7873.0,6.0,1.7,4.14,1.59,0.22,1.0,10.0
0.26,29.0,1435.0,125.0,199.0,1.0,2.01,4.14,1.85,0.08,1.0,9.0
0.13,29.0,23.0,690.0,2770.0,1.0,1.48,4.14,1.32,0.07,2.0,9.0
0.23,29.0,2673.0,616.0,1426.0,2.0,1.12,4.14,1.26,0.08,4.0,9.0
0.23,29.0,2673.0,724.0,5.0,2.0,1.12,4.14,1.26,0.08,4.0,9.0
0.25,29.0,72.0,682.0,1460.0,2.0,1.27,2.42,1.08,0.08,1.0,9.0
0.18,29.0,13.0,731.55,158.0,3.0,2.06,2.42,2.18,0.28,1.0,9.0
0.18,29.0,3915.0,420.0,760.0,3.0,2.06,2.42,2.18,0.28,1.0,9.0
0.18,29.0,995.0,387.0,3132.0,3.0,0.82,2.42,2.18,0.28,1.0,9.0
0.18,29.0,492.0,162.0,326.0,2.0,0.98,2.42,0.7445,0.28,1.0,1.0
0.54,29.0,11.0,731.55,12.0,2.0,0.92,2.42,0.7445,0.04,1.0,1.0
0.54,29.0,13.0,623.0,19.0,2.0,0.92,2.42,0.7445,0.04,1.0,1.0
0.54,29.0,57.0,510.0,71.0,2.0,0.92,2.42,0.7445,0.04,1.0,1.0
0.54,29.0,57.0,664.0,21.0,2.0,0.92,2.42,0.7445,0.04,1.0,1.0
0.54,29.0,57.0,487.0,31.0,2.0,0.82,2.42,0.7445,0.04,1.0,1.0
0.54,29.0,94.0,507.0,80.0,2.0,0.82,2.42,0.7445,0.04,1.0,1.0
0.25,11.0,1660.0,112.0,886.0,2.0,1.76,2.75,1.75,0.04,1.0,7.0
0.25,11.0,19.0,666.0,56.0,2.0,1.76,2.75,1.75,0.04,1.0,7.0
0.25,11.0,79.0,652.0,37.0,2.0,1.76,2.75,1.75,0.04,1.0,7.0
0.25,11.0,256.0,39.45,206.0,2.0,1.76,2.75,1.75,0.04,1.0,10.0
0.25,11.0,38.0,479.0,5.0,2.0,1.76,2.75,1.75,0.04,1.0,10.0
0.25,11.0,192.0,585.0,5.0,2.0,1.76,2.75,1.75,0.04,1.0,10.0
0.25,11.0,2344.0,731.55,27.0,2.0,1.76,2.75,1.75,0.04,1.0,10.0
0.38,11.0,3275.0,405.0,341.0,2.0,1.95,2.75,2.69,0.15,1.0,1.0
0.14,11.0,2992.0,249.0,9671.0,2.0,1.76,2.75,2.0,0.07,1.0,1.0
0.08450000000000003,11.0,167.0,209.0,207.0,1.0,1.57,2.75,1.91,0.05,6.0,1.0
0.43,11.0,27.0,731.55,989.0,4.0,1.92,2.75,1.94,0.1,1.0,1.0
0.08450000000000003,40.0,2866.0,246.0,2320.0,4.0,1.64,3.31,2.15,0.1,1.0,2.0
0.21,40.0,8155.0,153.0,2842.0,6.0,1.77,3.31,1.8,0.24,1.0,10.0
0.12,40.0,598.0,244.0,275.0,6.0,1.72,3.31,1.85,0.1,2.0,2.0
0.12,40.0,2457.0,265.0,1372.0,6.0,1.49,3.31,1.24,0.16,2.0,1.0
0.12,40.0,2457.0,615.0,16.0,6.0,1.49,3.31,1.24,0.16,2.0,1.0
0.22,40.0,992.0,89.0,644.0,1.0,1.69,3.31,1.99,0.1,5.0,2.0
0.17,47.0,3349.0,293.0,9400.0,1.0,1.85,3.95,1.68,0.1,2.0,2.0
0.17,47.0,79.0,534.0,121.0,1.0,1.85,3.95,1.68,0.1,2.0,2.0
0.17,47.0,1690.0,207.0,2585.0,3.0,1.66,3.95,1.36,0.02,2.0,1.0
0.13,47.0,608.0,247.0,1042.0,1.0,1.76,3.95,1.98,0.03,3.0,1.0
0.17,47.0,2030.0,195.0,3406.0,1.0,1.64,3.95,1.9,0.1,3.0,2.0
0.17,47.0,17.0,340.0,29.0,1.0,2.53,3.95,3.581999999999998,0.22,3.0,1.0
0.17,47.0,100.0,151.0,2539.0,1.0,1.82,3.95,2.13,0.11,6.0,1.0
0.13,47.0,49.0,540.0,82.0,1.0,1.78,3.95,1.86,0.02,2.0,1.0
0.13,47.0,49.0,553.0,8.0,1.0,1.78,3.95,1.86,0.02,2.0,1.0
0.21,47.0,1174.0,129.0,3209.0,2.0,1.59,3.95,1.74,0.06,7.0,2.0
0.22,47.0,593.0,317.0,763.0,1.0,1.23,3.95,1.75,0.17,7.0,2.0
0.22,47.0,593.0,549.0,54.0,1.0,1.23,3.95,1.75,0.17,7.0,2.0
0.22,47.0,17.0,307.0,21.0,1.0,2.37,3.95,2.25,0.07,2.0,1.0
0.23,47.0,11.0,731.55,601.0,1.0,2.04,3.95,2.32,0.2,2.0,1.0
0.27,47.0,35.0,277.0,62.0,1.0,1.62,3.95,1.6,0.01,5.0,1.0
0.25,47.0,20.0,731.55,493.0,1.0,1.81,3.95,2.7,0.07,1.0,1.0
0.21,47.0,11.0,528.0,360.0,1.0,1.69,3.95,2.09,0.07,1.0,1.0
0.21,47.0,69.0,486.0,131.0,1.0,3.0664999999999987,3.95,2.09,0.07,1.0,1.0
0.18,47.0,131.0,90.0,112.0,1.0,1.84,3.95,1.74,0.11,5.0,2.0
0.18,47.0,139.0,268.0,75.0,1.0,2.64,3.95,2.43,0.01,5.0,1.0
0.18,47.0,44.0,508.0,48.0,1.0,2.64,3.95,2.43,0.01,5.0,1.0
0.18,47.0,34.0,337.0,37.0,1.0,2.32,3.95,1.91,0.08,5.0,1.0
0.18,47.0,377.0,39.45,305.0,1.0,2.32,3.95,1.91,0.08,5.0,1.0
0.18,23.0,73.0,522.0,261.0,1.0,1.85,3.29,2.43,0.08,5.0,1.0
0.14,23.0,3837.0,154.0,6525.0,5.0,1.7,3.29,2.35,0.07,4.0,7.0
0.14,23.0,11.0,689.0,12.0,5.0,1.7,3.29,2.35,0.07,4.0,7.0
0.29,23.0,420.0,115.0,82.0,2.0,1.64,3.29,2.01,0.1,3.0,10.549999999999955
0.29,23.0,2301.0,414.0,1126.0,2.0,1.64,3.29,2.01,0.1,3.0,10.549999999999955
0.29,23.0,2301.0,624.0,36.0,2.0,1.64,3.29,2.01,0.29549999999999954,3.0,10.549999999999955
0.29,23.0,2301.0,621.0,14.0,2.0,1.64,3.29,2.01,0.29549999999999954,3.0,10.549999999999955
0.29,23.0,1408.0,658.0,3941.0,2.0,1.64,3.29,2.01,0.29549999999999954,3.0,10.549999999999955
0.29,23.0,47.0,597.0,301.0,2.0,1.64,3.29,2.01,0.29549999999999954,3.0,10.549999999999955
0.19,23.0,23890.399999999987,156.0,17274.99999999997,4.0,1.62,3.29,2.16,0.19,3.0,7.0
0.09,23.0,70.0,533.0,139.0,1.0,1.72,3.29,2.32,0.01,2.0,7.0
0.23,23.0,1425.0,98.0,474.0,1.0,1.45,3.29,2.18,0.05,3.0,6.0
0.23,23.0,27.0,324.0,54.0,1.0,1.9,3.29,2.0,0.07,1.0,1.0
0.23,23.0,27.0,718.0,46.0,1.0,1.9,3.29,2.0,0.07,1.0,1.0
0.23,23.0,27.0,633.0,879.0,1.0,1.9,3.29,2.0,0.07,1.0,1.0
0.23,23.0,77.0,576.0,103.0,1.0,1.9,3.29,2.0,0.07,1.0,1.0
0.4,23.0,146.0,214.0,349.0,4.0,1.64,3.29,2.11,0.07,1.0,3.0
0.4,23.0,146.0,614.0,5.0,4.0,1.64,3.29,2.11,0.07,1.0,3.0
0.4,23.0,219.0,220.0,493.0,1.0,1.62,3.29,2.51,0.05,1.0,4.0
0.4,23.0,219.0,593.0,116.0,1.0,1.62,3.29,2.51,0.05,1.0,4.0
0.4,23.0,219.0,462.0,53.0,1.0,1.62,3.29,2.51,0.05,1.0,4.0
0.15,23.0,78.0,239.0,816.0,1.0,1.63,3.29,2.24,0.1,6.0,4.0
0.24,46.0,3110.0,137.0,1740.0,1.0,1.57,2.71,2.06,0.1,1.0,7.0
0.24,46.0,25.0,687.0,44.0,1.0,1.57,2.71,2.06,0.1,1.0,7.0
0.24,46.0,128.0,442.0,717.0,1.0,1.57,2.71,2.06,0.1,1.0,7.0
0.08450000000000003,46.0,39.0,397.0,236.0,3.0,1.8,2.71,2.58,0.06,4.0,7.0
0.08450000000000003,46.0,3839.0,410.0,502.0,3.0,1.15,2.71,2.45,0.01,2.0,7.0
0.21,46.0,562.0,202.0,407.0,3.0,1.63,2.71,1.8,0.05,7.0,6.0
0.21,46.0,1141.0,438.0,1429.0,3.0,1.1,2.71,3.1,0.14,7.0,6.0
0.21,46.0,1141.0,731.55,8.0,3.0,1.37,2.71,3.581999999999998,0.02,7.0,6.0
0.16,46.0,42.0,241.0,84.0,3.0,1.96,2.71,2.41,0.1,7.0,1.0
0.2,46.0,37.0,248.0,86.0,3.0,1.66,2.71,2.03,0.01,7.0,1.0
0.21,46.0,106.0,167.0,73.0,1.0,1.62,2.71,1.7,0.17,2.0,5.0
0.2,46.0,333.0,242.0,15247.0,2.0,1.65,2.71,2.16,0.03,2.0,5.0
0.27,46.0,294.0,237.0,134.0,1.0,1.53,2.71,1.86,0.02,4.0,7.0
0.27,46.0,899.0,435.0,499.0,1.0,1.53,2.71,1.86,0.02,4.0,7.0
0.21,46.0,40.0,218.0,64.0,1.0,1.65,2.71,2.13,0.02,3.0,3.0
0.21,46.0,25.0,403.0,46.0,1.0,3.0664999999999987,2.71,3.45,0.04,2.0,3.0
0.21,46.0,2423.0,434.0,1921.0,1.0,3.0664999999999987,2.71,3.45,0.04,2.0,3.0
0.21,46.0,68.0,662.0,69.0,1.0,3.0664999999999987,2.71,3.45,0.04,2.0,3.0
0.21,46.0,60.0,513.0,49.0,1.0,3.0664999999999987,2.71,3.45,0.04,2.0,3.0
0.25,46.0,1884.0,157.0,168.0,1.0,1.68,2.71,1.75,0.04,1.0,6.0
0.25,46.0,160.0,39.45,251.0,1.0,1.68,2.71,1.75,0.04,1.0,10.549999999999955
0.25,46.0,45.0,632.0,251.0,1.0,1.68,2.71,1.75,0.04,1.0,10.549999999999955
0.25,46.0,28.0,715.0,251.0,1.0,1.68,2.71,1.75,0.04,1.0,10.549999999999955
